id;data;cliente;cidade;estado;vendedor;regiao;produto;categoria;marca;preco_unitario;quantidade;valor_total
58;2025-11-10;Beleza & Cia;Manaus;AM;Carlos Mendes;Sul;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;8;1039.2
99;2025-11-10;Farmácia Sul;Porto Alegre;RS;Carlos Mendes;Sul;Perfume Masculino 50ml;Perfumaria;Avon;89.9;12;1078.8
113;2025-11-11;Beleza & Cia;Manaus;AM;Roberto Costa;Norte;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;20;298.0
244;2025-11-12;Mega Farma;Fortaleza;CE;Roberto Costa;Norte;Perfume Masculino 50ml;Perfumaria;Avon;89.9;8;719.2
309;2025-11-12;Distribuidora Leste;Recife;PE;Roberto Costa;Norte;Tônico Capilar 200ml;Higiene;Pantenê;29.9;2;59.8
338;2025-11-12;Distribuidora Leste;Recife;PE;Carlos Mendes;Sul;Base Líquida;Cosméticos;L'Oréal;59.9;6;359.4
360;2025-11-12;Beleza & Cia;Manaus;AM;Ana Silva;Sudeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;14;208.6
266;2025-11-13;Farmácia Central;São Paulo;SP;Roberto Costa;Norte;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;8;319.2
290;2025-11-13;Mega Farma;Fortaleza;CE;Ana Silva;Sudeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;3;149.7
388;2025-11-14;Loja da Beleza;Salvador;BA;Carlos Mendes;Sul;Condicionador Reparador 400ml;Higiene;Natura;19.9;6;119.4
6;2025-11-15;Farmácia Central;São Paulo;SP;Fernanda Lima;Nordeste;Base Líquida;Cosméticos;L'Oréal;59.9;14;838.6
51;2025-11-16;Drogaria Norte;Campinas;SP;Carlos Mendes;Sul;Sabonete Líquido 250ml;Higiene;Dove;12.9;18;232.2
280;2025-11-18;Loja da Beleza;Salvador;BA;Roberto Costa;Norte;Perfume Feminino 75ml;Perfumaria;Eudora;99.9;12;1198.8
10;2025-11-20;Farmácia Sul;Porto Alegre;RS;Carlos Mendes;Sul;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;6;779.4
359;2025-11-21;Cosméticos Bela;Belo Horizonte;MG;Fernanda Lima;Nordeste;Batom Matte;Cosméticos;Maybelline;34.9;6;209.4
79;2025-11-22;Farmácia Sul;Porto Alegre;RS;Fernanda Lima;Nordeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;1;89.9
242;2025-11-23;Distribuidora Leste;Recife;PE;Fernanda Lima;Nordeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;15;283.5
271;2025-11-24;Drogaria Norte;Campinas;SP;Patricia Souza;Centro-Oeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;14;264.6
451;2025-11-25;Farmácia Sul;Porto Alegre;RS;Patricia Souza;Centro-Oeste;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;18;1618.2
267;2025-11-26;Farmácia Sul;Porto Alegre;RS;Patricia Souza;Centro-Oeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;7;909.3
172;2025-11-27;Farmácia Sul;Porto Alegre;RS;Patricia Souza;Centro-Oeste;Tônico Capilar 200ml;Higiene;Pantenê;29.9;3;89.7
143;2025-12-01;Cosméticos Bela;Belo Horizonte;MG;Carlos Mendes;Sul;Base Líquida;Cosméticos;L'Oréal;59.9;3;179.7
236;2025-12-01;Mega Farma;Fortaleza;CE;Carlos Mendes;Sul;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;3;389.7
423;2025-12-01;Loja da Beleza;Salvador;BA;Ana Silva;Sudeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;6;299.4
246;2025-12-02;Mega Farma;Fortaleza;CE;Carlos Mendes;Sul;Shampoo Hidratante 400ml;Higiene;Natura;18.9;6;113.4
273;2025-12-03;Beleza Total;Rio de Janeiro;RJ;Patricia Souza;Centro-Oeste;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;7;629.3
405;2025-12-03;Perfumaria Elite;Curitiba;PR;Ana Silva;Sudeste;Batom Matte;Cosméticos;Maybelline;34.9;17;593.3
320;2025-12-04;Beleza & Cia;Manaus;AM;Carlos Mendes;Sul;Batom Matte;Cosméticos;Maybelline;34.9;20;698.0
378;2025-12-04;Beleza & Cia;Manaus;AM;Roberto Costa;Norte;Batom Matte;Cosméticos;Maybelline;34.9;2;69.8
375;2025-12-05;Drogaria Norte;Campinas;SP;Fernanda Lima;Nordeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;8;1039.2
395;2025-12-05;Farmácia Sul;Porto Alegre;RS;Roberto Costa;Norte;Batom Matte;Cosméticos;Maybelline;34.9;19;663.1
28;2025-12-06;Loja da Beleza;Salvador;BA;Fernanda Lima;Nordeste;Perfume Feminino 75ml;Perfumaria;Eudora;99.9;7;699.3
239;2025-12-06;Distribuidora Leste;Recife;PE;Patricia Souza;Centro-Oeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;4;59.6
258;2025-12-08;Perfumaria Elite;Curitiba;PR;Carlos Mendes;Sul;Creme Hidratante Corporal 250ml;Cosméticos;Nivea;24.9;3;74.7
357;2025-12-08;Drogaria Norte;Campinas;SP;Fernanda Lima;Nordeste;Base Líquida;Cosméticos;L'Oréal;59.9;6;359.4
112;2025-12-09;Drogaria Norte;Campinas;SP;Roberto Costa;Norte;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;15;148.5
145;2025-12-09;Mega Farma;Fortaleza;CE;Roberto Costa;Norte;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;12;118.8
186;2025-12-09;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;14;1258.6
315;2025-12-10;Cosméticos Bela;Belo Horizonte;MG;Fernanda Lima;Nordeste;Creme Hidratante Corporal 250ml;Cosméticos;Nivea;24.9;9;224.1
436;2025-12-11;Loja da Beleza;Salvador;BA;Roberto Costa;Norte;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;14;698.6
45;2025-12-12;Farmácia Central;São Paulo;SP;Carlos Mendes;Sul;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;13;648.7
263;2025-12-12;Cosméticos Bela;Belo Horizonte;MG;Roberto Costa;Norte;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;16;238.4
325;2025-12-12;Mega Farma;Fortaleza;CE;Patricia Souza;Centro-Oeste;Tônico Capilar 200ml;Higiene;Pantenê;29.9;14;418.6
434;2025-12-12;Farmácia Sul;Porto Alegre;RS;Carlos Mendes;Sul;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;20;998.0
130;2025-12-13;Loja da Beleza;Salvador;BA;Ana Silva;Sudeste;Perfume Feminino 75ml;Perfumaria;Eudora;99.9;18;1798.2
441;2025-12-13;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;7;69.3
68;2025-12-15;Beleza & Cia;Manaus;AM;Fernanda Lima;Nordeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;8;399.2
158;2025-12-16;Beleza Total;Rio de Janeiro;RJ;Carlos Mendes;Sul;Tônico Capilar 200ml;Higiene;Pantenê;29.9;9;269.1
163;2025-12-16;Cosméticos Bela;Belo Horizonte;MG;Fernanda Lima;Nordeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;18;340.2
21;2025-12-17;Cosméticos Bela;Belo Horizonte;MG;Fernanda Lima;Nordeste;Base Líquida;Cosméticos;L'Oréal;59.9;18;1078.2
66;2025-12-17;Perfumaria Elite;Curitiba;PR;Fernanda Lima;Nordeste;Perfume Feminino 75ml;Perfumaria;Eudora;99.9;11;1098.9
74;2025-12-19;Farmácia Sul;Porto Alegre;RS;Carlos Mendes;Sul;Tônico Capilar 200ml;Higiene;Pantenê;29.9;4;119.6
103;2025-12-21;Cosméticos Bela;Belo Horizonte;MG;Ana Silva;Sudeste;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;6;239.4
78;2025-12-22;Beleza & Cia;Manaus;AM;Fernanda Lima;Nordeste;Base Líquida;Cosméticos;L'Oréal;59.9;15;898.5
155;2025-12-22;Farmácia Sul;Porto Alegre;RS;Patricia Souza;Centro-Oeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;7;132.3
218;2025-12-23;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;12;118.8
302;2025-12-24;Loja da Beleza;Salvador;BA;Patricia Souza;Centro-Oeste;Sabonete Líquido 250ml;Higiene;Dove;12.9;1;12.9
334;2025-12-24;Loja da Beleza;Salvador;BA;Carlos Mendes;Sul;Perfume Masculino 50ml;Perfumaria;Avon;89.9;1;89.9
498;2025-12-24;Beleza Total;Rio de Janeiro;RJ;Ana Silva;Sudeste;Tônico Capilar 200ml;Higiene;Pantenê;29.9;7;209.3
169;2025-12-26;Drogaria Norte;Campinas;SP;Patricia Souza;Centro-Oeste;Perfume Feminino 75ml;Perfumaria;Eudora;99.9;11;1098.9
39;2025-12-27;Farmácia Sul;Porto Alegre;RS;Ana Silva;Sudeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;3;44.7
102;2025-12-28;Beleza & Cia;Manaus;AM;Roberto Costa;Norte;Creme Hidratante Corporal 250ml;Cosméticos;Nivea;24.9;8;199.2
278;2025-12-28;Distribuidora Leste;Recife;PE;Ana Silva;Sudeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;16;798.4
14;2025-12-29;Mega Farma;Fortaleza;CE;Patricia Souza;Centro-Oeste;Tônico Capilar 200ml;Higiene;Pantenê;29.9;1;29.9
134;2025-12-29;Distribuidora Leste;Recife;PE;Patricia Souza;Centro-Oeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;2;37.8
449;2025-12-29;Perfumaria Elite;Curitiba;PR;Fernanda Lima;Nordeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;19;1708.1
294;2025-12-30;Beleza Total;Rio de Janeiro;RJ;Fernanda Lima;Nordeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;9;449.1
348;2025-12-30;Beleza Total;Rio de Janeiro;RJ;Roberto Costa;Norte;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;2;179.8
368;2025-12-30;Beleza Total;Rio de Janeiro;RJ;Carlos Mendes;Sul;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;19;758.1
478;2025-12-30;Mega Farma;Fortaleza;CE;Patricia Souza;Centro-Oeste;Condicionador Reparador 400ml;Higiene;Natura;19.9;14;278.6
125;2025-12-31;Perfumaria Elite;Curitiba;PR;Patricia Souza;Centro-Oeste;Sabonete Líquido 250ml;Higiene;Dove;12.9;4;51.6
367;2026-01-01;Farmácia Sul;Porto Alegre;RS;Ana Silva;Sudeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;14;698.6
29;2026-01-02;Cosméticos Bela;Belo Horizonte;MG;Patricia Souza;Centro-Oeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;17;1528.3
332;2026-01-02;Loja da Beleza;Salvador;BA;Fernanda Lima;Nordeste;Creme Hidratante Corporal 250ml;Cosméticos;Nivea;24.9;14;348.6
491;2026-01-02;Mega Farma;Fortaleza;CE;Carlos Mendes;Sul;Batom Matte;Cosméticos;Maybelline;34.9;1;34.9
94;2026-01-03;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Batom Matte;Cosméticos;Maybelline;34.9;13;453.7
364;2026-01-03;Distribuidora Leste;Recife;PE;Roberto Costa;Norte;Batom Matte;Cosméticos;Maybelline;34.9;19;663.1
493;2026-01-03;Drogaria Norte;Campinas;SP;Ana Silva;Sudeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;15;1948.5
22;2026-01-04;Distribuidora Leste;Recife;PE;Patricia Souza;Centro-Oeste;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;6;239.4
341;2026-01-04;Loja da Beleza;Salvador;BA;Ana Silva;Sudeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;10;899.0
414;2026-01-04;Perfumaria Elite;Curitiba;PR;Fernanda Lima;Nordeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;10;189.0
467;2026-01-04;Farmácia Sul;Porto Alegre;RS;Patricia Souza;Centro-Oeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;16;798.4
182;2026-01-05;Farmácia Central;São Paulo;SP;Ana Silva;Sudeste;Base Líquida;Cosméticos;L'Oréal;59.9;15;898.5
305;2026-01-05;Farmácia Sul;Porto Alegre;RS;Carlos Mendes;Sul;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;1;89.9
454;2026-01-05;Perfumaria Elite;Curitiba;PR;Patricia Souza;Centro-Oeste;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;11;108.9
153;2026-01-06;Beleza Total;Rio de Janeiro;RJ;Roberto Costa;Norte;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;6;299.4
264;2026-01-06;Loja da Beleza;Salvador;BA;Roberto Costa;Norte;Condicionador Reparador 400ml;Higiene;Natura;19.9;17;338.3
142;2026-01-08;Loja da Beleza;Salvador;BA;Carlos Mendes;Sul;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;4;199.6
384;2026-01-08;Drogaria Norte;Campinas;SP;Fernanda Lima;Nordeste;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;13;518.7
126;2026-01-09;Distribuidora Leste;Recife;PE;Patricia Souza;Centro-Oeste;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;17;678.3
170;2026-01-10;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Sabonete Líquido 250ml;Higiene;Dove;12.9;7;90.3
204;2026-01-10;Cosméticos Bela;Belo Horizonte;MG;Fernanda Lima;Nordeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;12;1558.8
488;2026-01-10;Mega Farma;Fortaleza;CE;Carlos Mendes;Sul;Batom Matte;Cosméticos;Maybelline;34.9;2;69.8
473;2026-01-11;Beleza Total;Rio de Janeiro;RJ;Ana Silva;Sudeste;Base Líquida;Cosméticos;L'Oréal;59.9;18;1078.2
7;2026-01-13;Loja da Beleza;Salvador;BA;Carlos Mendes;Sul;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;3;269.7
447;2026-01-13;Mega Farma;Fortaleza;CE;Roberto Costa;Norte;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;18;1618.2
485;2026-01-13;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;15;1348.5
465;2026-01-14;Mega Farma;Fortaleza;CE;Roberto Costa;Norte;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;7;279.3
277;2026-01-15;Cosméticos Bela;Belo Horizonte;MG;Fernanda Lima;Nordeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;2;259.8
374;2026-01-15;Perfumaria Elite;Curitiba;PR;Fernanda Lima;Nordeste;Creme Hidratante Corporal 250ml;Cosméticos;Nivea;24.9;12;298.8
216;2026-01-16;Mega Farma;Fortaleza;CE;Fernanda Lima;Nordeste;Sabonete Líquido 250ml;Higiene;Dove;12.9;19;245.1
245;2026-01-16;Mega Farma;Fortaleza;CE;Carlos Mendes;Sul;Sabonete Líquido 250ml;Higiene;Dove;12.9;4;51.6
304;2026-01-17;Farmácia Sul;Porto Alegre;RS;Fernanda Lima;Nordeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;17;253.3
298;2026-01-18;Perfumaria Elite;Curitiba;PR;Carlos Mendes;Sul;Perfume Masculino 50ml;Perfumaria;Avon;89.9;13;1168.7
484;2026-01-18;Drogaria Norte;Campinas;SP;Roberto Costa;Norte;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;2;79.8
202;2026-01-19;Drogaria Norte;Campinas;SP;Fernanda Lima;Nordeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;8;719.2
5;2026-01-20;Beleza Total;Rio de Janeiro;RJ;Patricia Souza;Centro-Oeste;Tônico Capilar 200ml;Higiene;Pantenê;29.9;5;149.5
175;2026-01-20;Perfumaria Elite;Curitiba;PR;Fernanda Lima;Nordeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;8;119.2
362;2026-01-20;Drogaria Norte;Campinas;SP;Ana Silva;Sudeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;5;449.5
19;2026-01-22;Drogaria Norte;Campinas;SP;Ana Silva;Sudeste;Condicionador Reparador 400ml;Higiene;Natura;19.9;18;358.2
189;2026-01-23;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;16;2078.4
385;2026-01-23;Beleza & Cia;Manaus;AM;Roberto Costa;Norte;Batom Matte;Cosméticos;Maybelline;34.9;6;209.4
118;2026-01-25;Loja da Beleza;Salvador;BA;Roberto Costa;Norte;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;7;279.3
402;2026-01-25;Perfumaria Elite;Curitiba;PR;Roberto Costa;Norte;Perfume Masculino 50ml;Perfumaria;Avon;89.9;10;899.0
57;2026-01-28;Cosméticos Bela;Belo Horizonte;MG;Patricia Souza;Centro-Oeste;Base Líquida;Cosméticos;L'Oréal;59.9;19;1138.1
432;2026-01-30;Distribuidora Leste;Recife;PE;Ana Silva;Sudeste;Base Líquida;Cosméticos;L'Oréal;59.9;14;838.6
479;2026-02-01;Perfumaria Elite;Curitiba;PR;Fernanda Lima;Nordeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;5;449.5
377;2026-02-02;Farmácia Central;São Paulo;SP;Roberto Costa;Norte;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;4;359.6
466;2026-02-02;Drogaria Norte;Campinas;SP;Roberto Costa;Norte;Tônico Capilar 200ml;Higiene;Pantenê;29.9;6;179.4
190;2026-02-04;Distribuidora Leste;Recife;PE;Roberto Costa;Norte;Batom Matte;Cosméticos;Maybelline;34.9;17;593.3
396;2026-02-04;Beleza Total;Rio de Janeiro;RJ;Fernanda Lima;Nordeste;Condicionador Reparador 400ml;Higiene;Natura;19.9;4;79.6
2;2026-02-05;Beleza Total;Rio de Janeiro;RJ;Ana Silva;Sudeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;1;14.9
303;2026-02-05;Beleza Total;Rio de Janeiro;RJ;Patricia Souza;Centro-Oeste;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;15;1348.5
154;2026-02-07;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;11;163.9
233;2026-02-07;Loja da Beleza;Salvador;BA;Ana Silva;Sudeste;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;11;108.9
397;2026-02-07;Loja da Beleza;Salvador;BA;Patricia Souza;Centro-Oeste;Creme Hidratante Corporal 250ml;Cosméticos;Nivea;24.9;5;124.5
96;2026-02-08;Farmácia Central;São Paulo;SP;Fernanda Lima;Nordeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;17;321.3
272;2026-02-08;Beleza Total;Rio de Janeiro;RJ;Patricia Souza;Centro-Oeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;4;75.6
422;2026-02-08;Distribuidora Leste;Recife;PE;Ana Silva;Sudeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;20;1798.0
41;2026-02-11;Perfumaria Elite;Curitiba;PR;Roberto Costa;Norte;Perfume Feminino 75ml;Perfumaria;Eudora;99.9;19;1898.1
192;2026-02-12;Mega Farma;Fortaleza;CE;Ana Silva;Sudeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;9;449.1
279;2026-02-12;Mega Farma;Fortaleza;CE;Patricia Souza;Centro-Oeste;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;18;718.2
43;2026-02-13;Farmácia Sul;Porto Alegre;RS;Carlos Mendes;Sul;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;13;128.7
67;2026-02-13;Farmácia Sul;Porto Alegre;RS;Carlos Mendes;Sul;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;10;499.0
456;2026-02-13;Farmácia Sul;Porto Alegre;RS;Patricia Souza;Centro-Oeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;9;134.1
18;2026-02-14;Drogaria Norte;Campinas;SP;Carlos Mendes;Sul;Shampoo Hidratante 400ml;Higiene;Natura;18.9;2;37.8
135;2026-02-14;Farmácia Central;São Paulo;SP;Patricia Souza;Centro-Oeste;Perfume Feminino 75ml;Perfumaria;Eudora;99.9;13;1298.7
208;2026-02-15;Distribuidora Leste;Recife;PE;Roberto Costa;Norte;Tônico Capilar 200ml;Higiene;Pantenê;29.9;9;269.1
413;2026-02-15;Perfumaria Elite;Curitiba;PR;Fernanda Lima;Nordeste;Base Líquida;Cosméticos;L'Oréal;59.9;3;179.7
85;2026-02-17;Drogaria Norte;Campinas;SP;Carlos Mendes;Sul;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;11;163.9
235;2026-02-17;Beleza & Cia;Manaus;AM;Ana Silva;Sudeste;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;8;79.2
350;2026-02-19;Cosméticos Bela;Belo Horizonte;MG;Ana Silva;Sudeste;Base Líquida;Cosméticos;L'Oréal;59.9;14;838.6
26;2026-02-20;Farmácia Sul;Porto Alegre;RS;Ana Silva;Sudeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;10;1299.0
282;2026-02-20;Beleza & Cia;Manaus;AM;Carlos Mendes;Sul;Batom Matte;Cosméticos;Maybelline;34.9;8;279.2
120;2026-02-21;Mega Farma;Fortaleza;CE;Patricia Souza;Centro-Oeste;Batom Matte;Cosméticos;Maybelline;34.9;14;488.6
346;2026-02-21;Beleza & Cia;Manaus;AM;Fernanda Lima;Nordeste;Sabonete Líquido 250ml;Higiene;Dove;12.9;20;258.0
16;2026-02-22;Mega Farma;Fortaleza;CE;Carlos Mendes;Sul;Sabonete Líquido 250ml;Higiene;Dove;12.9;9;116.1
17;2026-02-23;Beleza Total;Rio de Janeiro;RJ;Carlos Mendes;Sul;Batom Matte;Cosméticos;Maybelline;34.9;10;349.0
268;2026-02-23;Drogaria Norte;Campinas;SP;Carlos Mendes;Sul;Base Líquida;Cosméticos;L'Oréal;59.9;6;359.4
52;2026-02-24;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;12;178.8
316;2026-02-25;Perfumaria Elite;Curitiba;PR;Ana Silva;Sudeste;Tônico Capilar 200ml;Higiene;Pantenê;29.9;13;388.7
317;2026-02-25;Cosméticos Bela;Belo Horizonte;MG;Ana Silva;Sudeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;11;163.9
366;2026-02-25;Drogaria Norte;Campinas;SP;Ana Silva;Sudeste;Base Líquida;Cosméticos;L'Oréal;59.9;13;778.7
188;2026-02-26;Distribuidora Leste;Recife;PE;Patricia Souza;Centro-Oeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;3;56.7
224;2026-02-26;Mega Farma;Fortaleza;CE;Fernanda Lima;Nordeste;Protetor Solar FPS 50 200ml;Cosméticos;Sundown;39.9;19;758.1
426;2026-02-26;Cosméticos Bela;Belo Horizonte;MG;Ana Silva;Sudeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;11;1428.9
11;2026-02-27;Drogaria Norte;Campinas;SP;Patricia Souza;Centro-Oeste;Tônico Capilar 200ml;Higiene;Pantenê;29.9;16;478.4
165;2026-02-27;Farmácia Sul;Porto Alegre;RS;Fernanda Lima;Nordeste;Creme para Mãos 75ml;Cosméticos;Hidra;9.9;6;59.4
328;2026-02-27;Drogaria Norte;Campinas;SP;Roberto Costa;Norte;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;5;449.5
151;2026-03-01;Drogaria Norte;Campinas;SP;Fernanda Lima;Nordeste;Sabonete Líquido 250ml;Higiene;Dove;12.9;1;12.9
329;2026-03-03;Farmácia Central;São Paulo;SP;Carlos Mendes;Sul;Perfume Masculino 50ml;Perfumaria;Avon;89.9;11;988.9
250;2026-03-04;Distribuidora Leste;Recife;PE;Carlos Mendes;Sul;Sabonete Líquido 250ml;Higiene;Dove;12.9;12;154.8
372;2026-03-07;Farmácia Central;São Paulo;SP;Roberto Costa;Norte;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;10;1299.0
65;2026-03-08;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Perfume Masculino 50ml;Perfumaria;Avon;89.9;8;719.2
462;2026-03-08;Drogaria Norte;Campinas;SP;Carlos Mendes;Sul;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;12;598.8
480;2026-03-08;Beleza Total;Rio de Janeiro;RJ;Carlos Mendes;Sul;Condicionador Reparador 400ml;Higiene;Natura;19.9;20;398.0
161;2026-03-09;Drogaria Norte;Campinas;SP;Fernanda Lima;Nordeste;Shampoo Hidratante 400ml;Higiene;Natura;18.9;1;18.9
212;2026-03-10;Farmácia Central;São Paulo;SP;Fernanda Lima;Nordeste;Esfoliante Corporal 200ml;Cosméticos;The Body Shop;49.9;18;898.2
221;2026-03-11;Beleza Total;Rio de Janeiro;RJ;Patricia Souza;Centro-Oeste;Batom Matte;Cosméticos;Maybelline;34.9;8;279.2
259;2026-03-11;Drogaria Norte;Campinas;SP;Fernanda Lima;Nordeste;Sabonete Líquido 250ml;Higiene;Dove;12.9;8;103.2
82;2026-03-13;Distribuidora Leste;Recife;PE;Carlos Mendes;Sul;Perfume Feminino 75ml;Perfumaria;Eudora;99.9;11;1098.9
191;2026-03-13;Farmácia Central;São Paulo;SP;Carlos Mendes;Sul;Sérum Facial 30ml;Cosméticos;Neutrogena;89.9;13;1168.7
251;2026-03-13;Beleza Total;Rio de Janeiro;RJ;Carlos Mendes;Sul;Sabonete Líquido 250ml;Higiene;Dove;12.9;16;206.4
141;2026-03-16;Loja da Beleza;Salvador;BA;Ana Silva;Sudeste;Batom Matte;Cosméticos;Maybelline;34.9;8;279.2
345;2026-03-17;Distribuidora Leste;Recife;PE;Patricia Souza;Centro-Oeste;Condicionador Reparador 400ml;Higiene;Natura;19.9;3;59.7
181;2026-03-19;Drogaria Norte;Campinas;SP;Patricia Souza;Centro-Oeste;Batom Matte;Cosméticos;Maybelline;34.9;5;174.5
416;2026-03-19;Farmácia Central;São Paulo;SP;Patricia Souza;Centro-Oeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;15;223.5
312;2026-03-20;Beleza & Cia;Manaus;AM;Patricia Souza;Centro-Oeste;Perfume Floral 100ml;Perfumaria;O Boticário;129.9;18;2338.2
427;2026-03-20;Drogaria Norte;Campinas;SP;Fernanda Lima;Nordeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;5;74.5
106;2026-03-21;Cosméticos Bela;Belo Horizonte;MG;Fernanda Lima;Nordeste;Desodorante Aerossol 150ml;Higiene;Rexona;14.9;17;253.3
37;2026-03-22;Perfumaria Elite;Curitiba;PR;Carlos Mendes;Sul;Batom Matte;Cosméticos;Maybelline;34.9;5;174.5
237;2026-03-23;Farmácia Central;São Paulo;SP;Ana Silva;Sudeste;Base Líquida;Cosméticos;L'Oréal;59.9;9;539.1
